----- RESPONSE DELIMITER -----
ID: Spain_411
----- RESPONSE DELIMITER -----
Answer 76: The DPA systematically discussed Article 83(2) factors. Aggravating factors included the nature/gravity/duration of the breach, negligence, inadequate technical measures, categories of data affected, and profit motive. Mitigating factors included cooperation with the DPA and actions to reduce damage. The fine amount was set at 2.5% of annual turnover considering these factors.
Answer 77: 5;6
----- RESPONSE DELIMITER -----
----- RESPONSE DELIMITER -----
ID: Iceland_83
----- RESPONSE DELIMITER -----
Answer 1: IS
Answer 2: Personal Data Protection Authority
Answer 3: NO
Answer 4: 2022
Answer 5: 11
Answer 6: 3
Answer 7: Creditinfo Lánstraust hf.
Answer 8: PRIVATE
Answer 9: UNKNOWN
Answer 10: NOT_APPLICABLE
Answer 11: CONTROLLER
Answer 12: FINANCIAL
Answer 13: NOT_APPLICABLE
Answer 14: CREDIT_SCORING
Answer 15: YES
Answer 16: NOT_DISCUSSED
Answer 17: NO
Answer 18: NO
Answer 19: NOT_APPLICABLE
Answer 20: NOT_DISCUSSED
Answer 21: NOT_BREACHED
Answer 22: NOT_BREACHED
Answer 23: NOT_BREACHED
Answer 24: NOT_BREACHED
Answer 25: NOT_BREACHED
Answer 26: NOT_BREACHED
Answer 27: NOT_BREACHED
Answer 28: NO
Answer 29: NOT_DISCUSSED
Answer 30: VALID
Answer 31: NOT_DISCUSSED
Answer 32: NOT_DISCUSSED
Answer 33: NOT_DISCUSSED
Answer 34: NOT_DISCUSSED
Answer 35: NOT_DISCUSSED
Answer 36: Creditinfo relied on consent (Art 6(1)(a)) for using additional information in credit assessments; Netgíró relied on legal obligation (Art 6(1)(c)) under consumer credit laws; ÍL Fund relied on legitimate interests (Art 6(1)(f)) for debt status sharing. DPA found all legal bases valid.
Answer 37: NOT_DISCUSSED
Answer 38: NOT_DISCUSSED
Answer 39: NOT_DISCUSSED
Answer 40: NOT_DISCUSSED
Answer 41: NOT_DISCUSSED
Answer 42: NOT_DISCUSSED
Answer 43: NOT_DISCUSSED
Answer 44: NOT_DISCUSSED
Answer 45: NO
Answer 46: NO
Answer 47: NO
Answer 48: NO
Answer 49: NO
Answer 50: NO
Answer 51: NO
Answer 52: NO
Answer 53: NO
Answer 54: NOT_APPLICABLE
Answer 55: NOT_APPLICABLE
Answer 56: NO
Answer 57: NOT_DISCUSSED
Answer 58: NOT_DISCUSSED
Answer 59: NOT_DISCUSSED
Answer 60: NOT_DISCUSSED
Answer 61: NOT_DISCUSSED
Answer 62: NOT_DISCUSSED
Answer 63: NOT_DISCUSSED
Answer 64: NOT_DISCUSSED
Answer 65: NOT_DISCUSSED
Answer 66: NOT_DISCUSSED
Answer 67: NOT_DISCUSSED
Answer 68: NOT_DISCUSSED
Answer 69: NOT_DISCUSSED
Answer 70: NO
Answer 71: NOT_DISCUSSED
Answer 72: NOT_DISCUSSED
Answer 73: NOT_APPLICABLE
Answer 74: NOT_APPLICABLE
Answer 75: Complaint challenged creditworthiness processing by Creditinfo using debt status data, ÍL Fund's debt reporting timing, and Netgíró's authorization cancellation based on credit scores. DPA found all processing lawful: Creditinfo had valid consent for additional data, ÍL Fund's daily settlement system was reasonable, and Netgíró had legal obligation under consumer credit laws.
Answer 76: NOT_DISCUSSED
Answer 77: NONE_VIOLATED
----- RESPONSE DELIMITER -----
----- RESPONSE DELIMITER -----
ID: Iceland_84
----- RESPONSE DELIMITER -----
Answer 1: IS
Answer 2: Personal Protection Agency
Answer 3: NO
Answer 4: 2023
Answer 5: 9
Answer 6: 1
Answer 7: Norwegian Fisheries Agency
Answer 8: PUBLIC
Answer 9: NOT_APPLICABLE
Answer 10: STATE
Answer 11: CONTROLLER
Answer 12: OTHER_PUBLIC_ADMIN
Answer 13: NOT_APPLICABLE
Answer 14: CCTV;EMPLOYEE_MONITORING
Answer 15: YES
Answer 16: NOT_DISCUSSED
Answer 17: NOT_DISCUSSED
Answer 18: NO
Answer 19: NOT_APPLICABLE
Answer 20: NOT_DISCUSSED
Answer 21: BREACHED
Answer 22: NOT_DISCUSSED
Answer 23: NOT_DISCUSSED
Answer 24: NOT_DISCUSSED
Answer 25: NOT_DISCUSSED
Answer 26: NOT_DISCUSSED
Answer 27: NOT_DISCUSSED
Answer 28: NO
Answer 29: EMPLOYEES
Answer 30: NOT_DISCUSSED
Answer 31: NOT_DISCUSSED
Answer 32: NOT_DISCUSSED
Answer 33: NOT_DISCUSSED
Answer 34: NOT_DISCUSSED
Answer 35: NOT_DISCUSSED
Answer 36: The controller claimed processing was necessary for public task/legal obligation under fisheries laws. The DPA found no legal authorization existed at the time of processing as the relevant legal provisions required in-person inspections by fisheries inspectors, not covert video surveillance.
Answer 37: NOT_DISCUSSED
Answer 38: NOT_DISCUSSED
Answer 39: NOT_DISCUSSED
Answer 40: NOT_DISCUSSED
Answer 41: NOT_DISCUSSED
Answer 42: NOT_DISCUSSED
Answer 43: BREACHED
Answer 44: NOT_DISCUSSED
Answer 45: NO
Answer 46: NO
Answer 47: NO
Answer 48: NO
Answer 49: NO
Answer 50: NO
Answer 51: NO
Answer 52: NO
Answer 53: NO
Answer 54: NOT_APPLICABLE
Answer 55: NOT_APPLICABLE
Answer 56: NO
Answer 57: NOT_DISCUSSED
Answer 58: NOT_DISCUSSED
Answer 59: NOT_DISCUSSED
Answer 60: NOT_DISCUSSED
Answer 61: NOT_DISCUSSED
Answer 62: NOT_DISCUSSED
Answer 63: NOT_DISCUSSED
Answer 64: NOT_DISCUSSED
Answer 65: NOT_DISCUSSED
Answer 66: NOT_DISCUSSED
Answer 67: NOT_DISCUSSED
Answer 68: NOT_DISCUSSED
Answer 69: NOT_DISCUSSED
Answer 70: NO
Answer 71: NOT_DISCUSSED
Answer 72: NOT_DISCUSSED
Answer 73: NOT_APPLICABLE
Answer 74: NOT_APPLICABLE
Answer 75: The Norwegian Fisheries Agency conducted covert video surveillance of a fishing vessel using binoculars with attached recording equipment. The DPA found no legal authorization existed for this processing method under fisheries laws at the time, as inspections were required to be conducted in-person. The processing violated transparency requirements as the data subject was not warned about the surveillance. No corrective measures were issued due to subsequent legal changes authorizing such surveillance methods.
Answer 76: NOT_DISCUSSED
Answer 77: 5;6;12;13
----- RESPONSE DELIMITER -----
----- RESPONSE DELIMITER -----
ID: Iceland_85
----- RESPONSE DELIMITER -----
Answer 1: NOT_DISCUSSED
Answer 2: NOT_DISCUSSED
Answer 3: NOT_DISCUSSED
Answer 4: NOT_DISCUSSED
Answer 5: NOT_DISCUSSED
Answer 6: NOT_DISCUSSED
Answer 7: NOT_DISCUSSED
Answer 8: NOT_DISCUSSED
Answer 9: NOT_DISCUSSED
Answer 10: NOT_DISCUSSED
Answer 11: NOT_DISCUSSED
Answer 12: NOT_DISCUSSED
Answer 13: NOT_DISCUSSED
Answer 14: NOT_DISCUSSED
Answer 15: NOT_DISCUSSED
Answer 16: NOT_DISCUSSED
Answer 17: NOT_DISCUSSED
Answer 18: NOT_DISCUSSED
Answer 19: NOT_DISCUSSED
Answer 20: NOT_DISCUSSED
Answer 21: NOT_DISCUSSED
Answer 22: NOT_DISCUSSED
Answer 23: NOT_DISCUSSED
Answer 24: NOT_DISCUSSED
Answer 25: NOT_DISCUSSED
Answer 26: NOT_DISCUSSED
Answer 27: NOT_DISCUSSED
Answer 28: NOT_DISCUSSED
Answer 29: NOT_DISCUSSED
Answer 30: NOT_DISCUSSED
Answer 31: NOT_DISCUSSED
Answer 32: NOT_DISCUSSED
Answer 33: NOT_DISCUSSED
Answer 34: NOT_DISCUSSED
Answer 35: NOT_DISCUSSED
Answer 36: NOT_DISCUSSED
Answer 37: NOT_DISCUSSED
Answer 38: NOT_DISCUSSED
Answer 39: NOT_DISCUSSED
Answer 40: NOT_DISCUSSED
Answer 41: NOT_DISCUSSED
Answer 42: NOT_DISCUSSED
Answer 43: NOT_DISCUSSED
Answer 44: NOT_DISCUSSED
Answer 45: NOT_DISCUSSED
Answer 46: NOT_DISCUSSED
Answer 47: NOT_DISCUSSED
Answer 48: NOT_DISCUSSED
Answer 49: NOT_DISCUSSED
Answer 50: NOT_DISCUSSED
Answer 51: NOT_DISCUSSED
Answer 52: NOT_DISCUSSED
Answer 53: NOT_DISCUSSED
Answer 54: NOT_DISCUSSED
Answer 55: NOT_DISCUSSED
Answer 56: NOT_DISCUSSED
Answer 57: NOT_DISCUSSED
Answer 58: NOT_DISCUSSED
Answer 59: NOT_DISCUSSED
Answer 60: NOT_DISCUSSED
Answer 61: NOT_DISCUSSED
Answer 62: NOT_DISCUSSED
Answer 63: NOT_DISCUSSED
Answer 64: NOT_DISCUSSED
Answer 65: NOT_DISCUSSED
Answer 66: NOT_DISCUSSED
Answer 67: NOT_DISCUSSED
Answer 68: NOT_DISCUSSED
Answer 69: NOT_DISCUSSED
Answer 70: NOT_DISCUSSED
Answer 71: NOT_DISCUSSED
Answer 72: NOT_DISCUSSED
Answer 73: NOT_DISCUSSED
Answer 74: NOT_DISCUSSED
Answer 75: NOT_DISCUSSED
Answer 76: NOT_DISCUSSED
Answer 77: NOT_DISCUSSED
----- RESPONSE DELIMITER -----
----- RESPONSE DELIMITER -----
ID: Iceland_86
----- RESPONSE DELIMITER -----
Answer 1: IS
Answer 2: Personal Protection Authority
Answer 3: NO
Answer 4: 2023
Answer 5: 7
Answer 6: 2
Answer 7: Sheriff in the capital area
Answer 8: PUBLIC
Answer 9: NOT_APPLICABLE
Answer 10: MUNICIPAL
Answer 11: CONTROLLER
Answer 12: OTHER_PUBLIC_ADMIN
Answer 13: NOT_APPLICABLE
Answer 14: NOT_DISCUSSED
Answer 15: YES
Answer 16: NOT_DISCUSSED
Answer 17: NOT_DISCUSSED
Answer 18: NO
Answer 19: NOT_APPLICABLE
Answer 20: NOT_DISCUSSED
Answer 21: NOT_BREACHED
Answer 22: NOT_DISCUSSED
Answer 23: NOT_DISCUSSED
Answer 24: NOT_DISCUSSED
Answer 25: NOT_DISCUSSED
Answer 26: NOT_DISCUSSED
Answer 27: NOT_DISCUSSED
Answer 28: YES
Answer 29: CHILDREN
Answer 30: INVALID
Answer 31: NOT_DISCUSSED
Answer 32: NOT_DISCUSSED
Answer 33: NOT_DISCUSSED
Answer 34: NOT_DISCUSSED
Answer 35: NOT_DISCUSSED
Answer 36: The controller claimed consent but DPA found consent invalid due to power imbalance. Processing was authorized under Article 9(5) and Article 12(1) of Icelandic law for exercise of official authority and statutory tasks.
Answer 37: NOT_DISCUSSED
Answer 38: NOT_DISCUSSED
Answer 39: NOT_DISCUSSED
Answer 40: NOT_DISCUSSED
Answer 41: NOT_DISCUSSED
Answer 42: NOT_DISCUSSED
Answer 43: NOT_DISCUSSED
Answer 44: NOT_DISCUSSED
Answer 45: NO
Answer 46: NO
Answer 47: NO
Answer 48: NO
Answer 49: NO
Answer 50: NO
Answer 51: NO
Answer 52: NO
Answer 53: NO
Answer 54: NOT_APPLICABLE
Answer 55: NOT_APPLICABLE
Answer 56: NO
Answer 57: NOT_DISCUSSED
Answer 58: NOT_DISCUSSED
Answer 59: NOT_DISCUSSED
Answer 60: NOT_DISCUSSED
Answer 61: NOT_DISCUSSED
Answer 62: NOT_DISCUSSED
Answer 63: NOT_DISCUSSED
Answer 64: NOT_DISCUSSED
Answer 65: NOT_DISCUSSED
Answer 66: NOT_DISCUSSED
Answer 67: NOT_DISCUSSED
Answer 68: NOT_DISCUSSED
Answer 69: NOT_DISCUSSED
Answer 70: NO
Answer 71: NOT_DISCUSSED
Answer 72: NOT_DISCUSSED
Answer 73: NOT_APPLICABLE
Answer 74: NOT_APPLICABLE
Answer 75: Complaint about Sheriff obtaining complete police case file for child visitation case. DPA found processing lawful under Article 9(5) and Article 12(1) of Icelandic law for exercise of official authority. National Police Commissioner's sharing was lawful under Children's Act obligation to provide documents.
Answer 76: NOT_DISCUSSED
Answer 77: NONE_VIOLATED
----- RESPONSE DELIMITER -----
----- RESPONSE DELIMITER -----
ID: Iceland_87
----- RESPONSE DELIMITER -----
Answer 1: IS
Answer 2: Personal Protection Authority
Answer 3: NO
Answer 4: 2023
Answer 5: 7
Answer 6: 1
Answer 7: Landsbankinn hf.
Answer 8: PRIVATE
Answer 9: LARGE
Answer 10: NOT_APPLICABLE
Answer 11: CONTROLLER
Answer 12: FINANCIAL
Answer 13: NOT_APPLICABLE
Answer 14: NOT_DISCUSSED
Answer 15: YES
Answer 16: NOT_DISCUSSED
Answer 17: NOT_DISCUSSED
Answer 18: NO
Answer 19: NOT_APPLICABLE
Answer 20: NOT_DISCUSSED
Answer 21: NOT_BREACHED
Answer 22: NOT_BREACHED
Answer 23: NOT_BREACHED
Answer 24: NOT_DISCUSSED
Answer 25: NOT_DISCUSSED
Answer 26: NOT_DISCUSSED
Answer 27: NOT_DISCUSSED
Answer 28: NO
Answer 29: NOT_DISCUSSED
Answer 30: NOT_DISCUSSED
Answer 31: NOT_DISCUSSED
Answer 32: VALID
Answer 33: NOT_DISCUSSED
Answer 34: NOT_DISCUSSED
Answer 35: NOT_DISCUSSED
Answer 36: The controller claimed processing was necessary to fulfill legal obligations under Act no. 140/2018 against money laundering. The DPA found the processing lawful under Article 6(1)(c) as necessary for secure identification in banking transactions.
Answer 37: NOT_DISCUSSED
Answer 38: NOT_DISCUSSED
Answer 39: NOT_DISCUSSED
Answer 40: NOT_DISCUSSED
Answer 41: NOT_DISCUSSED
Answer 42: NOT_DISCUSSED
Answer 43: NOT_DISCUSSED
Answer 44: NOT_DISCUSSED
Answer 45: NO
Answer 46: NO
Answer 47: NO
Answer 48: NO
Answer 49: NO
Answer 50: NO
Answer 51: NO
Answer 52: NO
Answer 53: NO
Answer 54: NOT_APPLICABLE
Answer 55: NOT_APPLICABLE
Answer 56: NO
Answer 57: NOT_DISCUSSED
Answer 58: NOT_DISCUSSED
Answer 59: NOT_DISCUSSED
Answer 60: NOT_DISCUSSED
Answer 61: NOT_DISCUSSED
Answer 62: NOT_DISCUSSED
Answer 63: NOT_DISCUSSED
Answer 64: NOT_DISCUSSED
Answer 65: NOT_DISCUSSED
Answer 66: NOT_DISCUSSED
Answer 67: NOT_DISCUSSED
Answer 68: NOT_DISCUSSED
Answer 69: NOT_DISCUSSED
Answer 70: NO
Answer 71: NOT_DISCUSSED
Answer 72: NOT_DISCUSSED
Answer 73: NOT_APPLICABLE
Answer 74: NOT_APPLICABLE
Answer 75: The Icelandic DPA ruled on a complaint about Landsbankinn requiring a social security number during cash deposit transactions. The bank claimed processing was necessary under anti-money laundering laws requiring identification. The DPA found the processing lawful under Article 6(1)(c) as necessary for secure identification in banking transactions.
Answer 76: NOT_DISCUSSED
Answer 77: NONE_VIOLATED
----- RESPONSE DELIMITER -----
----- RESPONSE DELIMITER -----
ID: Iceland_88
----- RESPONSE DELIMITER -----
Answer 1: IS
Answer 2: Personal Protection Agency
Answer 3: NO
Answer 4: 2024
Answer 5: 9
Answer 6: 1
Answer 7: Police in the capital area
Answer 8: PUBLIC
Answer 9: NOT_APPLICABLE
Answer 10: MUNICIPAL
Answer 11: CONTROLLER
Answer 12: OTHER_PUBLIC_ADMIN
Answer 13: NOT_APPLICABLE
Answer 14: CCTV;PROBLEMATIC_THIRD_PARTY_SHARING_STATED
Answer 15: YES
Answer 16: NOT_DISCUSSED
Answer 17: NO
Answer 18: NO
Answer 19: NOT_APPLICABLE
Answer 20: NOT_DISCUSSED
Answer 21: NOT_DISCUSSED
Answer 22: NOT_DISCUSSED
Answer 23: NOT_DISCUSSED
Answer 24: NOT_DISCUSSED
Answer 25: NOT_DISCUSSED
Answer 26: NOT_DISCUSSED
Answer 27: NOT_DISCUSSED
Answer 28: NO
Answer 29: EMPLOYEES
Answer 30: NOT_DISCUSSED
Answer 31: NOT_DISCUSSED
Answer 32: NOT_DISCUSSED
Answer 33: NOT_DISCUSSED
Answer 34: NOT_DISCUSSED
Answer 35: NOT_DISCUSSED
Answer 36: NOT_DISCUSSED
Answer 37: NOT_DISCUSSED
Answer 38: NOT_DISCUSSED
Answer 39: NOT_DISCUSSED
Answer 40: NOT_DISCUSSED
Answer 41: NOT_DISCUSSED
Answer 42: NOT_DISCUSSED
Answer 43: NOT_DISCUSSED
Answer 44: NOT_DISCUSSED
Answer 45: NO
Answer 46: NO
Answer 47: NO
Answer 48: NO
Answer 49: NO
Answer 50: NO
Answer 51: NO
Answer 52: NO
Answer 53: NO
Answer 54: NOT_APPLICABLE
Answer 55: NOT_APPLICABLE
Answer 56: NO
Answer 57: NOT_APPLICABLE
Answer 58: NOT_APPLICABLE
Answer 59: NOT_DISCUSSED
Answer 60: NOT_DISCUSSED
Answer 61: NOT_DISCUSSED
Answer 62: NOT_DISCUSSED
Answer 63: NOT_DISCUSSED
Answer 64: NOT_DISCUSSED
Answer 65: NOT_DISCUSSED
Answer 66: NOT_DISCUSSED
Answer 67: NOT_DISCUSSED
Answer 68: NOT_DISCUSSED
Answer 69: NOT_DISCUSSED
Answer 70: NO
Answer 71: NOT_DISCUSSED
Answer 72: NO
Answer 73: NOT_APPLICABLE
Answer 74: NOT_APPLICABLE
Answer 75: The case involved a complaint about police officers allegedly recording surveillance footage on personal phones and sharing it with unauthorized parties. The DPA found it unproven that automated processing or processing for law enforcement purposes occurred under Act no. 75/2019. The DPA concluded the alleged activities did not fall within the scope of data protection laws as oral transmission alone generally doesn't constitute processing under Icelandic law.
Answer 76: NOT_DISCUSSED
Answer 77: NOT_DISCUSSED
----- RESPONSE DELIMITER -----
----- RESPONSE DELIMITER -----
ID: Iceland_89
----- RESPONSE DELIMITER -----
Answer 1: IS
Answer 2: Personal Protection
Answer 3: NO
Answer 4: 2023
Answer 5: 12
Answer 6: 1
Answer 7: [B]
Answer 8: INDIVIDUAL
Answer 9: NOT_APPLICABLE
Answer 10: NOT_APPLICABLE
Answer 11: CONTROLLER
Answer 12: MEDIA
Answer 13: NOT_APPLICABLE
Answer 14: PROBLEMATIC_THIRD_PARTY_SHARING_STATED
Answer 15: YES
Answer 16: YES
Answer 17: NOT_DISCUSSED
Answer 18: NO
Answer 19: NOT_APPLICABLE
Answer 20: NOT_DISCUSSED
Answer 21: BREACHED
Answer 22: NOT_DISCUSSED
Answer 23: NOT_DISCUSSED
Answer 24: NOT_DISCUSSED
Answer 25: NOT_DISCUSSED
Answer 26: NOT_DISCUSSED
Answer 27: NOT_DISCUSSED
Answer 28: YES
Answer 29: NOT_DISCUSSED
Answer 30: NOT_DISCUSSED
Answer 31: NOT_DISCUSSED
Answer 32: NOT_DISCUSSED
Answer 33: NOT_DISCUSSED
Answer 34: NOT_DISCUSSED
Answer 35: INVALID
Answer 36: Controller claimed legitimate interests basis under Article 6(1)(f) for publishing police files to support his expression. DPA found his interests did not outweigh complainant's interests in non-publication, especially since he was unrelated to the criminal case and the data was not public.
Answer 37: NOT_DISCUSSED
Answer 38: NOT_DISCUSSED
Answer 39: NOT_DISCUSSED
Answer 40: NOT_DISCUSSED
Answer 41: NOT_DISCUSSED
Answer 42: NOT_DISCUSSED
Answer 43: NOT_DISCUSSED
Answer 44: NOT_DISCUSSED
Answer 45: NO
Answer 46: NO
Answer 47: NO
Answer 48: YES
Answer 49: NO
Answer 50: YES
Answer 51: NO
Answer 52: NO
Answer 53: NO
Answer 54: NOT_APPLICABLE
Answer 55: NOT_APPLICABLE
Answer 56: NO
Answer 57: NOT_DISCUSSED
Answer 58: NOT_DISCUSSED
Answer 59: AGGRAVATING
Answer 60: NOT_DISCUSSED
Answer 61: NOT_DISCUSSED
Answer 62: NOT_DISCUSSED
Answer 63: NOT_DISCUSSED
Answer 64: NOT_DISCUSSED
Answer 65: AGGRAVATING
Answer 66: NOT_DISCUSSED
Answer 67: NOT_DISCUSSED
Answer 68: NOT_DISCUSSED
Answer 69: NOT_DISCUSSED
Answer 70: NO
Answer 71: NOT_DISCUSSED
Answer 72: NO
Answer 73: NOT_APPLICABLE
Answer 74: NOT_APPLICABLE
Answer 75: Individual published police files containing sensitive personal information about complainant on Facebook. DPA found this processing unlawful as controller's interests (free expression) did not outweigh data subject's privacy interests, especially since controller was unrelated to the criminal case and the data was not public information. DPA ordered removal of the images but declined to rule on the textual expression aspect as outside its competence.
Answer 76: NOT_DISCUSSED
Answer 77: 5;6
----- RESPONSE DELIMITER -----
----- RESPONSE DELIMITER -----
ID: Iceland_90
----- RESPONSE DELIMITER -----
Answer 1: IS
Answer 2: Personal Protection Agency
Answer 3: NO
Answer 4: 2024
Answer 5: 3
Answer 6: 1
Answer 7: Solutions Organization
Answer 8: OTHER
Answer 9: NOT_APPLICABLE
Answer 10: NOT_APPLICABLE
Answer 11: CONTROLLER
Answer 12: OTHER
Answer 13: ASSOCIATION;MEMBERSHIP_ORGANIZATION
Answer 14: RECRUITMENT_AND_HR
Answer 15: YES
Answer 16: NOT_DISCUSSED
Answer 17: YES
Answer 18: NO
Answer 19: NOT_APPLICABLE
Answer 20: NOT_DISCUSSED
Answer 21: NOT_DISCUSSED
Answer 22: NOT_DISCUSSED
Answer 23: NOT_DISCUSSED
Answer 24: NOT_DISCUSSED
Answer 25: NOT_DISCUSSED
Answer 26: NOT_DISCUSSED
Answer 27: NOT_DISCUSSED
Answer 28: NOT_DISCUSSED
Answer 29: EMPLOYEES
Answer 30: NOT_DISCUSSED
Answer 31: NOT_DISCUSSED
Answer 32: NOT_DISCUSSED
Answer 33: NOT_DISCUSSED
Answer 34: NOT_DISCUSSED
Answer 35: NOT_DISCUSSED
Answer 36: NOT_DISCUSSED
Answer 37: YES
Answer 38: NOT_DISCUSSED
Answer 39: NOT_DISCUSSED
Answer 40: NOT_DISCUSSED
Answer 41: NOT_DISCUSSED
Answer 42: NOT_DISCUSSED
Answer 43: NOT_DISCUSSED
Answer 44: NOT_DISCUSSED
Answer 45: NO
Answer 46: NO
Answer 47: YES
Answer 48: YES
Answer 49: NO
Answer 50: NO
Answer 51: NO
Answer 52: NO
Answer 53: NO
Answer 54: NOT_APPLICABLE
Answer 55: NOT_APPLICABLE
Answer 56: NO
Answer 57: NOT_DISCUSSED
Answer 58: NOT_DISCUSSED
Answer 59: NOT_DISCUSSED
Answer 60: NOT_DISCUSSED
Answer 61: NOT_DISCUSSED
Answer 62: NOT_DISCUSSED
Answer 63: NOT_DISCUSSED
Answer 64: NOT_DISCUSSED
Answer 65: NOT_DISCUSSED
Answer 66: NOT_DISCUSSED
Answer 67: NOT_DISCUSSED
Answer 68: NOT_DISCUSSED
Answer 69: NOT_DISCUSSED
Answer 70: NO
Answer 71: NOT_DISCUSSED
Answer 72: NOT_DISCUSSED
Answer 73: NOT_APPLICABLE
Answer 74: NOT_APPLICABLE
Answer 75: The Icelandic DPA ruled on a complaint regarding an association's refusal to provide access to board meeting minutes containing personal data about a former employee. The DPA found that while the complainant had right to access specific information about himself in certain agenda items, the full minutes contained discussions and reflections of board members that required protection of others' interests. The DPA ordered the organization to provide limited information including names of attendees and specific agenda items where the complainant was discussed.
Answer 76: NOT_DISCUSSED
Answer 77: 15
----- RESPONSE DELIMITER -----
----- RESPONSE DELIMITER -----
ID: Iceland_92
----- RESPONSE DELIMITER -----
Answer 1: IS
Answer 2: Personal Data Protection
Answer 3: NO
Answer 4: 2024
Answer 5: 2
Answer 6: 1
Answer 7: University of Iceland
Answer 8: PUBLIC
Answer 9: NOT_APPLICABLE
Answer 10: STATE
Answer 11: CONTROLLER
Answer 12: EDUCATION
Answer 13: NOT_APPLICABLE
Answer 14: RECRUITMENT_AND_HR
Answer 15: YES
Answer 16: NOT_DISCUSSED
Answer 17: NO
Answer 18: NO
Answer 19: NOT_APPLICABLE
Answer 20: NOT_DISCUSSED
Answer 21: BREACHED
Answer 22: NOT_DISCUSSED
Answer 23: NOT_DISCUSSED
Answer 24: NOT_DISCUSSED
Answer 25: NOT_DISCUSSED
Answer 26: NOT_DISCUSSED
Answer 27: NOT_DISCUSSED
Answer 28: NO
Answer 29: STUDENTS
Answer 30: NOT_DISCUSSED
Answer 31: NOT_DISCUSSED
Answer 32: NOT_DISCUSSED
Answer 33: NOT_DISCUSSED
Answer 34: VALID
Answer 35: NOT_DISCUSSED
Answer 36: The controller claimed processing was necessary for public task under Article 9(5) of Icelandic law. The DPA found this legal basis valid for the processing activities but found transparency violations.
Answer 37: NOT_DISCUSSED
Answer 38: NOT_DISCUSSED
Answer 39: NOT_DISCUSSED
Answer 40: NOT_DISCUSSED
Answer 41: NOT_DISCUSSED
Answer 42: NOT_DISCUSSED
Answer 43: YES
Answer 44: NOT_DISCUSSED
Answer 45: NO
Answer 46: NO
Answer 47: NO
Answer 48: NO
Answer 49: NO
Answer 50: NO
Answer 51: NO
Answer 52: NO
Answer 53: NO
Answer 54: NOT_APPLICABLE
Answer 55: NOT_APPLICABLE
Answer 56: NO
Answer 57: NOT_DISCUSSED
Answer 58: NOT_DISCUSSED
Answer 59: NOT_DISCUSSED
Answer 60: NOT_DISCUSSED
Answer 61: NOT_DISCUSSED
Answer 62: NOT_DISCUSSED
Answer 63: NOT_DISCUSSED
Answer 64: NOT_DISCUSSED
Answer 65: NOT_DISCUSSED
Answer 66: NOT_DISCUSSED
Answer 67: NOT_DISCUSSED
Answer 68: NOT_DISCUSSED
Answer 69: NOT_DISCUSSED
Answer 70: NO
Answer 71: NOT_DISCUSSED
Answer 72: NO
Answer 73: NOT_APPLICABLE
Answer 74: NOT_APPLICABLE
Answer 75: The University of Iceland processed student data through Canvas learning management system and peer assessments for grading. The DPA found the processing lawful under public task basis but violated transparency requirements as the student was not informed about monitoring activities or use of peer assessments for grading.
Answer 76: NOT_DISCUSSED
Answer 77: 5;12;13
----- RESPONSE DELIMITER -----
----- RESPONSE DELIMITER -----
ID: Iceland_93
----- RESPONSE DELIMITER -----
Answer 1: IS
Answer 2: Personal Protection Agency
Answer 3: NO
Answer 4: 2023
Answer 5: 12
Answer 6: 2
Answer 7: National Electoral Commission
Answer 8: PUBLIC
Answer 9: NOT_APPLICABLE
Answer 10: STATE
Answer 11: CONTROLLER
Answer 12: OTHER_PUBLIC_ADMIN
Answer 13: NOT_APPLICABLE
Answer 14: NOT_DISCUSSED
Answer 15: YES
Answer 16: NOT_DISCUSSED
Answer 17: NO
Answer 18: NO
Answer 19: NOT_APPLICABLE
Answer 20: NOT_DISCUSSED
Answer 21: NOT_BREACHED
Answer 22: NOT_BREACHED
Answer 23: NOT_BREACHED
Answer 24: NOT_DISCUSSED
Answer 25: NOT_DISCUSSED
Answer 26: NOT_DISCUSSED
Answer 27: NOT_DISCUSSED
Answer 28: YES
Answer 29: NOT_DISCUSSED
Answer 30: VALID
Answer 31: NOT_DISCUSSED
Answer 32: VALID
Answer 33: NOT_DISCUSSED
Answer 34: VALID
Answer 35: NOT_DISCUSSED
Answer 36: The DPA found processing was lawful under Article 6(1)(c) legal obligation and Article 6(1)(e) public task, and for special category data under Article 9(2)(a) explicit consent and Article 9(2)(e) data made public by data subject.
Answer 37: NOT_DISCUSSED
Answer 38: NOT_DISCUSSED
Answer 39: NOT_DISCUSSED
Answer 40: NOT_DISCUSSED
Answer 41: NOT_DISCUSSED
Answer 42: NOT_DISCUSSED
Answer 43: NOT_DISCUSSED
Answer 44: NOT_DISCUSSED
Answer 45: NO
Answer 46: NO
Answer 47: NO
Answer 48: NO
Answer 49: NO
Answer 50: NO
Answer 51: NO
Answer 52: NO
Answer 53: NO
Answer 54: NOT_APPLICABLE
Answer 55: NOT_APPLICABLE
Answer 56: NOT_DISCUSSED
Answer 57: NOT_DISCUSSED
Answer 58: NOT_DISCUSSED
Answer 59: NOT_DISCUSSED
Answer 60: NOT_DISCUSSED
Answer 61: NOT_DISCUSSED
Answer 62: NOT_DISCUSSED
Answer 63: NOT_DISCUSSED
Answer 64: NOT_DISCUSSED
Answer 65: NOT_DISCUSSED
Answer 66: NOT_DISCUSSED
Answer 67: NOT_DISCUSSED
