id,processing_context,position
Italy_246,EMPLOYEE_MONITORING,1
Italy_248,EMPLOYEE_MONITORING,1
Italy_249,EMPLOYEE_MONITORING,1
Italy_250,RECRUITMENT_AND_HR,1
Italy_251,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Italy_252,RECRUITMENT_AND_HR,1
Italy_252,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,2
Italy_254,RECRUITMENT_AND_HR,1
Italy_256,BACKGROUND_CHECKS,1
Italy_257,RECRUITMENT_AND_HR,1
Italy_258,RECRUITMENT_AND_HR,1
Italy_259,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Italy_260,JOURNALISM,1
Italy_262,EMPLOYEE_MONITORING,1
Italy_265,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Italy_267,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Italy_268,RECRUITMENT_AND_HR,1
Italy_269,CCTV,1
Italy_271,RECRUITMENT_AND_HR,1
Italy_272,EMPLOYEE_MONITORING,1
Italy_273,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Italy_275,CCTV,1
Italy_275,EMPLOYEE_MONITORING,2
Italy_276,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Italy_278,MARKETING,1
Italy_278,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,2
Italy_279,RECRUITMENT_AND_HR,1
Italy_281,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Italy_282,JOURNALISM,1
Italy_282,ARTIFICIAL_INTELLIGENCE,2
Italy_283,EMPLOYEE_MONITORING,1
Italy_284,MARKETING,1
Italy_284,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,2
Italy_285,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Italy_286,RECRUITMENT_AND_HR,1
Italy_287,ARTIFICIAL_INTELLIGENCE,1
Italy_287,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,2
Italy_290,COOKIES,1
Italy_291,COOKIES,1
Italy_293,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Italy_294,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Italy_295,EMPLOYEE_MONITORING,1
Italy_296,MARKETING,1
Italy_296,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,2
Italy_297,CCTV,1
Italy_298,RECRUITMENT_AND_HR,1
Italy_298,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,2
Italy_298,DPO_ROLE_PROBLEMS_STATED,3
Italy_299,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Italy_300,MARKETING,1
Italy_301,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Italy_302,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Italy_304,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Italy_304,DPO_ROLE_PROBLEMS_STATED,2
Italy_306,EMPLOYEE_MONITORING,1
Italy_307,EMPLOYEE_MONITORING,1
Italy_308,EMPLOYEE_MONITORING,1
Italy_309,DPO_ROLE_PROBLEMS_STATED,1
Italy_310,COOKIES,1
Finland_47,ARTIFICIAL_INTELLIGENCE,1
Finland_51,RECRUITMENT_AND_HR,1
Finland_52,BACKGROUND_CHECKS,1
Finland_55,EMPLOYEE_MONITORING,1
Finland_57,HEALTH,1
Finland_59,RECRUITMENT_AND_HR,1
Finland_59,BACKGROUND_CHECKS,2
Finland_60,COOKIES,1
Finland_61,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Finland_62,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Finland_63,COOKIES,1
Finland_64,MARKETING,1
Finland_66,CREDIT_SCORING,1
Finland_67,RECRUITMENT_AND_HR,1
Finland_68,CREDIT_SCORING,1
Finland_69,CCTV,1
Finland_69,EMPLOYEE_MONITORING,2
Finland_69,CUSTOMER_LOYALTY_CLUBS,3
Finland_70,RECRUITMENT_AND_HR,1
Finland_72,RECRUITMENT_AND_HR,1
Finland_74,RECRUITMENT_AND_HR,1
Finland_75,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Finland_76,MARKETING,1
Finland_80,MARKETING,1
Finland_81,JOURNALISM,1
Finland_83,TELEMARKETING,1
Finland_87,CUSTOMER_LOYALTY_CLUBS,1
Finland_88,HEALTH,1
Finland_89,MARKETING,1
Finland_92,MARKETING,1
Finland_92,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,2
Finland_94,EMPLOYEE_MONITORING,1
Finland_95,RECRUITMENT_AND_HR,1
European Union_4,MARKETING,1
European Union_4,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,2
European Union_10,COOKIES,1
European Union_10,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,2
European Union_11,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Estonia_1,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Estonia_5,CREDIT_SCORING,1
Estonia_6,JOURNALISM,1
Estonia_7,CCTV,1
Estonia_8,EMPLOYEE_MONITORING,1
Estonia_9,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Estonia_12,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Estonia_13,CCTV,1
Estonia_13,EMPLOYEE_MONITORING,2
Estonia_16,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Estonia_19,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Estonia_21,MARKETING,1
Estonia_21,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,2
Denmark_2,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_3,RECRUITMENT_AND_HR,1
Denmark_8,CCTV,1
Denmark_11,MARKETING,1
Denmark_11,RECRUITMENT_AND_HR,2
Denmark_20,EMPLOYEE_MONITORING,1
Denmark_23,MARKETING,1
Denmark_24,MARKETING,1
Denmark_25,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_26,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_27,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_29,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_30,MARKETING,1
Denmark_30,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,2
Denmark_32,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_33,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_34,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_35,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_36,RECRUITMENT_AND_HR,1
Denmark_38,COOKIES,1
Denmark_38,MARKETING,2
Denmark_44,EMPLOYEE_MONITORING,1
Denmark_47,EDUCATION,1
Denmark_48,EDUCATION,1
Denmark_49,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_49,DPO_ROLE_PROBLEMS_STATED,2
Denmark_50,EDUCATION,1
Denmark_50,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,2
Denmark_51,MARKETING,1
Denmark_52,COOKIES,1
Denmark_53,EMPLOYEE_MONITORING,1
Denmark_54,EMPLOYEE_MONITORING,1
Denmark_55,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_56,COOKIES,1
Denmark_57,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_58,EMPLOYEE_MONITORING,1
Denmark_59,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_60,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_62,CCTV,1
Denmark_64,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_66,RECRUITMENT_AND_HR,1
Denmark_67,COOKIES,1
Denmark_68,RECRUITMENT_AND_HR,1
Denmark_69,COOKIES,1
Denmark_71,MARKETING,1
Denmark_72,BACKGROUND_CHECKS,1
Denmark_73,COOKIES,1
Denmark_74,RECRUITMENT_AND_HR,1
Denmark_74,BACKGROUND_CHECKS,2
Denmark_75,EMPLOYEE_MONITORING,1
Denmark_78,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_79,EMPLOYEE_MONITORING,1
Denmark_80,RECRUITMENT_AND_HR,1
Denmark_82,COOKIES,1
Denmark_83,EMPLOYEE_MONITORING,1
Denmark_88,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_92,CCTV,1
Denmark_92,EMPLOYEE_MONITORING,2
Denmark_94,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_95,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_97,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_99,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_100,EMPLOYEE_MONITORING,1
Denmark_101,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_102,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_103,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_104,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_107,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_109,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_110,RECRUITMENT_AND_HR,1
Denmark_112,COOKIES,1
Denmark_115,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_116,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_119,EMPLOYEE_MONITORING,1
Denmark_120,ACCESS_CONTROL,1
Denmark_121,CCTV,1
Denmark_122,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_123,ARTIFICIAL_INTELLIGENCE,1
Denmark_124,EMPLOYEE_MONITORING,1
Denmark_128,ARTIFICIAL_INTELLIGENCE,1
Denmark_128,EMPLOYEE_MONITORING,2
Denmark_129,MARKETING,1
Denmark_129,RECRUITMENT_AND_HR,2
Denmark_133,CCTV,1
Denmark_133,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,2
Denmark_135,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_136,CCTV,1
Denmark_136,ACCESS_CONTROL,2
Denmark_139,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_142,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_143,RECRUITMENT_AND_HR,1
Denmark_144,CUSTOMER_LOYALTY_CLUBS,1
Denmark_146,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Denmark_147,EMPLOYEE_MONITORING,1
Czech Republic_1,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Czech Republic_2,COOKIES,1
Czech Republic_5,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Cyprus_2,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Cyprus_4,EMPLOYEE_MONITORING,1
Cyprus_6,RECRUITMENT_AND_HR,1
Cyprus_9,RECRUITMENT_AND_HR,1
Cyprus_11,COOKIES,1
Cyprus_12,COOKIES,1
Cyprus_17,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Cyprus_18,JOURNALISM,1
Cyprus_22,CCTV,1
Cyprus_22,EMPLOYEE_MONITORING,2
Cyprus_23,RECRUITMENT_AND_HR,1
Cyprus_24,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Cyprus_26,JOURNALISM,1
Cyprus_27,COOKIES,1
Cyprus_30,RECRUITMENT_AND_HR,1
Croatia_1,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Croatia_2,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Croatia_3,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Croatia_4,CCTV,1
Croatia_5,EMPLOYEE_MONITORING,1
Croatia_6,COOKIES,1
Croatia_6,CCTV,2
Croatia_7,CCTV,1
Croatia_7,COOKIES,2
Croatia_8,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Croatia_9,MARKETING,1
Croatia_10,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Croatia_12,CCTV,1
Croatia_12,EMPLOYEE_MONITORING,2
Croatia_13,MARKETING,1
Croatia_15,MARKETING,1
Croatia_19,COOKIES,1
Croatia_22,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Croatia_23,JOURNALISM,1
Croatia_24,MARKETING,1
Croatia_26,CCTV,1
Croatia_30,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Croatia_30,DPO_ROLE_PROBLEMS_STATED,2
Croatia_31,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Croatia_32,CUSTOMER_LOYALTY_CLUBS,1
Croatia_33,EMPLOYEE_MONITORING,1
Croatia_35,JOURNALISM,1
Croatia_39,CCTV,1
Croatia_40,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Croatia_40,DPO_ROLE_PROBLEMS_STATED,2
Croatia_41,DPO_ROLE_PROBLEMS_STATED,1
Bulgaria_1,JOURNALISM,1
Bulgaria_2,MARKETING,1
Bulgaria_5,RECRUITMENT_AND_HR,1
Bulgaria_7,EMPLOYEE_MONITORING,1
Bulgaria_11,CCTV,1
Bulgaria_12,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Bulgaria_13,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Belgium_1,COOKIES,1
Belgium_2,RECRUITMENT_AND_HR,1
Belgium_3,EMPLOYEE_MONITORING,1
Belgium_4,MARKETING,1
Belgium_5,MARKETING,1
Belgium_8,RECRUITMENT_AND_HR,1
Belgium_9,MARKETING,1
Belgium_9,RECRUITMENT_AND_HR,2
Belgium_10,MARKETING,1
Belgium_11,CUSTOMER_LOYALTY_CLUBS,1
Belgium_13,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Belgium_15,RECRUITMENT_AND_HR,1
Belgium_16,MARKETING,1
Belgium_19,RECRUITMENT_AND_HR,1
Belgium_20,COOKIES,1
Belgium_21,MARKETING,1
Belgium_23,COOKIES,1
Belgium_27,RECRUITMENT_AND_HR,1
Belgium_28,RECRUITMENT_AND_HR,1
Belgium_29,RECRUITMENT_AND_HR,1
Belgium_30,EMPLOYEE_MONITORING,1
Belgium_32,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Belgium_33,COOKIES,1
Belgium_36,DPO_ROLE_PROBLEMS_STATED,1
Belgium_37,RECRUITMENT_AND_HR,1
Belgium_41,MARKETING,1
Belgium_42,MARKETING,1
Belgium_43,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Belgium_44,CCTV,1
Belgium_45,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Belgium_45,DPO_ROLE_PROBLEMS_STATED,2
Belgium_48,MARKETING,1
Belgium_50,MARKETING,1
Belgium_51,RECRUITMENT_AND_HR,1
Belgium_56,MARKETING,1
Belgium_58,MARKETING,1
Belgium_59,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Belgium_60,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Belgium_61,RECRUITMENT_AND_HR,1
Belgium_62,RECRUITMENT_AND_HR,1
Belgium_65,COOKIES,1
Belgium_67,COOKIES,1
Belgium_69,MARKETING,1
Belgium_71,EMPLOYEE_MONITORING,1
Belgium_72,MARKETING,1
Belgium_75,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Belgium_80,EMPLOYEE_MONITORING,1
Belgium_81,MARKETING,1
Belgium_84,EMPLOYEE_MONITORING,1
Belgium_87,EMPLOYEE_MONITORING,1
Belgium_90,RECRUITMENT_AND_HR,1
Belgium_90,DPO_ROLE_PROBLEMS_STATED,2
Belgium_91,MARKETING,1
Belgium_91,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,2
Belgium_92,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Belgium_93,MARKETING,1
Belgium_98,EMPLOYEE_MONITORING,1
Belgium_100,CCTV,1
Belgium_100,EMPLOYEE_MONITORING,2
Belgium_101,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Belgium_103,MARKETING,1
Belgium_104,EMPLOYEE_MONITORING,1
Belgium_105,RECRUITMENT_AND_HR,1
Belgium_107,RECRUITMENT_AND_HR,1
Belgium_110,EMPLOYEE_MONITORING,1
Belgium_113,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Belgium_115,MARKETING,1
Belgium_116,EMPLOYEE_MONITORING,1
Belgium_117,CUSTOMER_LOYALTY_CLUBS,1
Belgium_118,RECRUITMENT_AND_HR,1
Belgium_121,CCTV,1
Belgium_121,COOKIES,2
Belgium_121,EMPLOYEE_MONITORING,3
Belgium_123,CCTV,1
Belgium_124,CCTV,1
Belgium_125,MARKETING,1
Belgium_126,RECRUITMENT_AND_HR,1
Belgium_127,MARKETING,1
Belgium_131,MARKETING,1
Belgium_133,CCTV,1
Belgium_134,RECRUITMENT_AND_HR,1
Belgium_135,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Belgium_136,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Belgium_139,RECRUITMENT_AND_HR,1
Belgium_140,MARKETING,1
Belgium_143,DPO_ROLE_PROBLEMS_STATED,1
Belgium_144,RECRUITMENT_AND_HR,1
Belgium_146,EMPLOYEE_MONITORING,1
Belgium_147,CCTV,1
Belgium_149,EMPLOYEE_MONITORING,1
Belgium_150,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Belgium_151,MARKETING,1
Belgium_154,JOURNALISM,1
Belgium_155,JOURNALISM,1
Belgium_159,MARKETING,1
Belgium_160,MARKETING,1
Belgium_162,RECRUITMENT_AND_HR,1
Belgium_162,DPO_ROLE_PROBLEMS_STATED,2
Belgium_163,MARKETING,1
Belgium_164,COOKIES,1
Belgium_164,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,2
Belgium_167,EMPLOYEE_MONITORING,1
Belgium_169,MARKETING,1
Belgium_170,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Belgium_171,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Belgium_173,MARKETING,1
Belgium_174,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Belgium_175,COOKIES,1
Belgium_178,MARKETING,1
Belgium_180,EMPLOYEE_MONITORING,1
Belgium_186,CCTV,1
Belgium_188,RECRUITMENT_AND_HR,1
Belgium_190,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Belgium_191,RECRUITMENT_AND_HR,1
Belgium_192,MARKETING,1
Belgium_193,RECRUITMENT_AND_HR,1
Belgium_196,CUSTOMER_LOYALTY_CLUBS,1
Belgium_197,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
Belgium_199,CCTV,1
Belgium_199,EMPLOYEE_MONITORING,2
Belgium_200,MARKETING,1
Belgium_201,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,1
